chip,event,split,crs,h,w,label_values,vv_min,vv_max,vh_min,vh_max,wc_nodata_frac,ignore,flood_open_water,dry_open_water,flood_cropland,dry_cropland,flood_vegetation,dry_vegetation,flood_built,dry_built,flood_other,dry_other,flood_unknown,dry_unknown
Paraguay_795075,Paraguay,train,EPSG:4326,512,512,-1 0 1,-33.783241271972656,0.5763022899627686,-47.06117248535156,-6.58402156829834,0.0,6,1716,343,0,1275,1501,256977,0,0,204,122,0,0
Paraguay_80102,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-22.282276153564453,1.8668839931488037,-35.624141693115234,-6.607964038848877,0.0,1,0,0,0,8740,11,252748,0,136,11,497,0,0
Paraguay_822142,Paraguay,train,EPSG:4326,512,512,0 1,-43.57405471801758,1.0020085573196411,-55.64052200317383,-7.697040557861328,0.0,0,48130,2110,4430,3781,21737,175105,0,33,5893,925,0,0
Paraguay_868895,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-34.444740295410156,-0.06336236745119095,-47.24363708496094,-7.658287525177002,0.0,86679,3604,2104,28,74,11194,156804,0,13,961,683,0,0
Paraguay_892933,Paraguay,train,EPSG:4326,512,512,0 1,-25.808618545532227,1.465036153793335,-50.98354721069336,-7.7856903076171875,0.0,0,0,0,2375,68792,24166,163550,0,92,29,3140,0,0
Paraguay_896458,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-45.80951690673828,1.362470269203186,-50.9678840637207,-6.972995758056641,0.0,21466,34376,1415,1437,3167,12750,186694,0,0,736,103,0,0
Paraguay_913449,Paraguay,valid,EPSG:4326,512,512,0 1,-29.645042419433594,-0.03300154581665993,-47.42148208618164,-7.149256706237793,0.0,0,883,454,40,14560,3001,239177,0,319,1593,2117,0,0
Paraguay_921838,Paraguay,train,EPSG:4326,512,512,0 1,-31.913394927978516,0.33458957076072693,-55.41850662231445,-6.856717109680176,0.0,0,9,0,850,163942,5363,84505,0,71,1128,6276,0,0
Paraguay_934240,Paraguay,valid,EPSG:4326,512,512,0 1,-20.519287109375,1.0344613790512085,-40.85911178588867,-8.472871780395508,0.0,0,0,0,0,657,20358,240472,0,545,0,112,0,0
Paraguay_989230,Paraguay,train,EPSG:4326,512,512,-1 0 1,-41.320552825927734,8.896536827087402,-47.16743087768555,-2.8345515727996826,0.0,42220,31758,2467,499,8338,3929,165351,0,4774,405,2403,0,0
Paraguay_997480,Paraguay,train,EPSG:4326,512,512,0 1,-28.94131851196289,0.07666707783937454,-47.27628707885742,-8.074847221374512,0.0,0,315,16,174,3387,19429,238120,0,309,29,365,0,0
Somalia_1068756,Somalia,train,EPSG:4326,512,512,-1 0 1,-40.83101272583008,-3.962825298309326,-52.10914993286133,-8.033052444458008,0.0,90951,0,0,6363,76515,132,85453,0,0,0,2730,0,0
Somalia_1087508,Somalia,train,EPSG:4326,512,512,-1 0 1,-34.298316955566406,15.819951057434082,-48.232666015625,4.69561243057251,0.0,49201,56,98,9383,142304,541,57483,0,738,41,2299,0,0
Somalia_12849,Somalia,valid,EPSG:4326,512,512,-1 0 1,-42.102745056152344,2.8967812061309814,-51.915321350097656,-6.569629192352295,0.0,70842,21,66,33910,97295,3226,55859,4,375,31,515,0,0
Somalia_166342,Somalia,valid,EPSG:4326,512,512,-1 0 1,-27.52281379699707,-2.813397169113159,-47.418701171875,-8.049820899963379,0.0,41567,0,0,0,0,12,215931,0,0,0,4634,0,0
Somalia_167787,Somalia,valid,EPSG:4326,512,512,-1 0 1,-34.1387825012207,0.3031092882156372,-50.251766204833984,-6.9548797607421875,0.0,41639,0,0,218,142053,7,78018,0,2,0,207,0,0
Somalia_195014,Somalia,train,EPSG:4326,512,512,-1 0,-24.00997543334961,-3.256425380706787,-37.98169708251953,-8.428604125976562,0.0,28494,0,0,0,1051,0,232599,0,0,0,0,0,0
Somalia_205466,Somalia,train,EPSG:4326,512,512,-1 0 1,-24.874116897583008,-2.5159056186676025,-38.3635139465332,-9.53983211517334,0.0,22061,0,0,23,4158,70,235832,0,0,0,0,0,0
Somalia_230192,Somalia,train,EPSG:4326,512,512,-1 0 1,-28.15744400024414,-3.6522374153137207,-47.02149200439453,-7.862863540649414,0.0,29622,0,0,43,28831,15,203619,0,0,0,14,0,0
Somalia_256539,Somalia,valid,EPSG:4326,512,512,-1 0 1,-25.843435287475586,17.74751091003418,-47.54434585571289,7.916557788848877,0.0,40885,0,6,18,147023,5,72553,0,586,0,1068,0,0
Somalia_295782,Somalia,train,EPSG:4326,512,512,-1 0 1,-45.61882400512695,5.72369384765625,-49.42341613769531,-6.936770439147949,0.0,59096,717,6266,10567,122564,4955,57751,0,103,0,125,0,0
Somalia_322855,Somalia,valid,EPSG:4326,512,512,-1 0 1,-37.6495361328125,0.6321398019790649,-47.67980194091797,-6.115029811859131,0.0,7100,0,0,38491,28898,6246,181409,0,0,0,0,0,0
Somalia_32375,Somalia,train,EPSG:4326,512,512,-1 0 1,-28.218412399291992,-3.428597927093506,-49.30238723754883,-8.522970199584961,0.0,128576,0,0,0,120,1,127490,0,0,0,5957,0,0
Somalia_371421,Somalia,train,EPSG:4326,512,512,-1 0 1,-30.231647491455078,-0.07346539944410324,-47.35078048706055,-6.422182083129883,0.0,31182,0,0,27629,24951,7049,137711,0,0,0,33622,0,0
Somalia_60129,Somalia,valid,EPSG:4326,512,512,-1 0 1,-25.963598251342773,0.41956454515457153,-42.04541778564453,-6.296524524688721,0.0,39828,0,0,0,53,276,195904,0,0,401,25682,0,0
Somalia_61368,Somalia,valid,EPSG:4326,512,512,-1 0,-28.058788299560547,-1.960696816444397,-47.3519401550293,-7.953036308288574,0.0,49175,0,0,0,610,0,212321,0,0,0,38,0,0
Somalia_626316,Somalia,train,EPSG:4326,512,512,-1 0 1,-47.418209075927734,-4.005587577819824,-49.47486114501953,-9.104649543762207,0.0,93059,0,0,21014,56382,713,90857,0,0,0,119,0,0
Somalia_649376,Somalia,valid,EPSG:4326,512,512,-1 0 1,-27.22645378112793,-1.9468293190002441,-47.57371520996094,-8.315754890441895,0.0,48215,0,0,4024,47715,1163,160888,0,0,0,139,0,0
Somalia_685158,Somalia,valid,EPSG:4326,512,512,-1 0 1,-35.76026153564453,-1.8397743701934814,-47.3223991394043,-6.921161651611328,0.0,77972,460,71,23815,34106,979,124660,0,0,0,81,0,0
Somalia_699062,Somalia,valid,EPSG:4326,512,512,-1 0 1,-26.812774658203125,-2.316145181655884,-46.82908630371094,-6.046270847320557,0.0,58935,0,0,2840,11238,443,187927,0,0,7,754,0,0
Somalia_7931,Somalia,train,EPSG:4326,512,512,-1 0,-21.426136016845703,-2.6892831325531006,-38.78050994873047,-7.208049774169922,0.0,60172,0,0,0,62,0,201787,0,0,0,123,0,0
Somalia_886726,Somalia,train,EPSG:4326,512,512,-1 0 1,-46.3815803527832,-1.170570731163025,-49.57455062866211,-6.683744430541992,0.0,108,0,0,26023,10872,56972,167691,0,0,0,478,0,0
Somalia_93023,Somalia,train,EPSG:4326,512,512,-1 0,-28.289472579956055,2.465320587158203,-46.49220275878906,-8.624273300170898,0.0,74319,0,0,0,30183,0,157642,0,0,0,0,0,0
Somalia_94102,Somalia,valid,EPSG:4326,512,512,-1 0 1,-41.44264602661133,-0.22686845064163208,-54.26240921020508,-6.295097827911377,0.0,20784,0,0,6283,2042,6411,221400,0,1,0,5223,0,0
Somalia_970508,Somalia,train,EPSG:4326,512,512,-1 0 1,-43.763797760009766,17.324668884277344,-51.28024673461914,6.813714981079102,0.0,45025,1195,186,22416,21057,13858,130408,633,1386,10,25970,0,0
Somalia_989553,Somalia,train,EPSG:4326,512,512,-1 0 1,-32.555381774902344,4.688422203063965,-47.40676498413086,-3.44748854637146,0.0,151841,0,0,0,18,2307,97213,0,0,0,10765,0,0
Somalia_992457,Somalia,train,EPSG:4326,512,512,-1 0 1,-36.51329803466797,5.262760162353516,-48.56592559814453,-5.436066627502441,0.0,81004,0,0,6895,142351,957,30830,0,0,0,107,0,0
Spain_1167260,Spain,train,EPSG:4326,512,512,-1 0 1,-46.37406539916992,29.926393508911133,-48.39236831665039,8.728548049926758,0.0,25,33,53,31390,93469,2070,41704,630,32246,8396,52128,0,0
Spain_1199913,Spain,valid,EPSG:4326,512,512,-1 0 1,-46.11629867553711,12.913407325744629,-53.55232620239258,3.6642003059387207,0.0,1,4476,787,638,24827,3535,110636,26,37064,1415,78739,0,0
Spain_2472849,Spain,train,EPSG:4326,512,512,-1 0 1,-25.402368545532227,18.294143676757812,-43.28633117675781,6.577904224395752,0.0,385,2,318,0,48234,8,53835,10,79085,0,80267,0,0
Spain_2523247,Spain,train,EPSG:4326,512,512,-1 0 1,-39.05948257446289,27.659074783325195,-47.006988525390625,16.763376235961914,0.0,105,484,417,318,46348,297,88771,72,54777,1258,69297,0,0
Spain_2594119,Spain,train,EPSG:4326,512,512,-1 0 1,-35.925987243652344,13.860987663269043,-47.61344909667969,7.021809101104736,0.0,135,2438,2385,5,36091,73,140112,3,11279,358,69265,0,0
Spain_2938657,Spain,train,EPSG:4326,512,512,-1 0 1,-39.221622467041016,17.0135440826416,-49.75697708129883,10.227700233459473,0.0,70,7078,495,5,8593,1320,89601,80,56301,1289,97312,0,0
Spain_3285448,Spain,train,EPSG:4326,512,512,-1 0 1,-46.68904495239258,17.27616310119629,-47.099266052246094,8.267282485961914,0.0,8,55710,1368,7,16279,350,96300,8,27306,314,64494,0,0
Spain_337094,Spain,train,EPSG:4326,512,512,-1 0 1,-36.67293167114258,22.76370620727539,-49.895835876464844,8.525270462036133,0.0,88,1343,1605,14300,30447,2369,117066,637,24931,7426,61932,0,0
Spain_4282030,Spain,valid,EPSG:4326,512,512,-1 0 1,-44.79744338989258,16.605451583862305,-58.431278228759766,4.2994890213012695,0.0,21,12735,1521,54964,36088,16115,50985,557,11321,13760,64077,0,0
Spain_4915752,Spain,train,EPSG:4326,512,512,-1 0 1,-39.45210266113281,14.218104362487793,-47.06450271606445,2.705688238143921,0.0,16,6469,750,51,77103,864,70022,0,20475,280,86114,0,0
Spain_5650136,Spain,valid,EPSG:4326,512,512,-1 0 1,-47.103511810302734,-0.4378264248371124,-57.42806625366211,-10.03609561920166,0.0,90548,90561,4681,0,4490,11145,42561,126,1090,2375,14567,0,0
Spain_5678382,Spain,train,EPSG:4326,512,512,-1 0 1,-45.400875091552734,21.95953941345215,-49.99983215332031,15.287854194641113,0.0,27,388,632,1376,42507,875,113939,213,44203,718,57266,0,0
Spain_5816638,Spain,train,EPSG:4326,512,512,-1 0 1,-24.3780460357666,19.185457229614258,-39.46833419799805,14.670994758605957,0.0,92,250,189,1,19723,2,94143,12,59388,114,88230,0,0
Spain_5923267,Spain,train,EPSG:4326,512,512,-1 0 1,-53.18175506591797,-0.7283927798271179,-55.9581413269043,-5.115390777587891,0.0,43401,197312,1475,0,909,3106,4567,144,721,1151,9358,0,0
Spain_6095801,Spain,valid,EPSG:4326,512,512,-1 0 1,-32.04591369628906,26.06484603881836,-48.251304626464844,15.660923957824707,0.0,82,865,656,16048,77108,2051,73257,215,39984,3557,48321,0,0
Spain_6199994,Spain,train,EPSG:4326,512,512,-1 0 1,-26.46768569946289,23.647417068481445,-38.52141571044922,13.490933418273926,0.0,242,459,833,8,35082,44,90933,45,45087,227,89184,0,0
Spain_6537196,Spain,valid,EPSG:4326,512,512,-1 0 1,-37.18797302246094,16.63773536682129,-50.92074203491211,12.22587776184082,0.0,38,2299,2099,26,35062,95,120503,39,27115,587,74281,0,0
Spain_6860600,Spain,valid,EPSG:4326,512,512,-1 0 1,-26.99415397644043,25.60030746459961,-35.80205154418945,7.2440643310546875,0.0,175,146,636,3,64863,22,58226,26,41196,49,96802,0,0
Spain_716716,Spain,train,EPSG:4326,512,512,-1 0 1,-32.580833435058594,9.110443115234375,-47.08732604980469,2.582338333129883,0.0,77,566,498,98,61746,1397,69664,2,22542,581,104973,0,0
Spain_7370579,Spain,valid,EPSG:4326,512,512,-1 0 1,-39.241085052490234,25.647573471069336,-47.060482025146484,4.432816028594971,0.0,99,900,519,52293,66885,3876,50447,1009,29111,11957,45048,0,0
Spain_7387658,Spain,valid,EPSG:4326,512,512,-1 0 1,-46.73637771606445,21.006298065185547,-50.89105224609375,16.239166259765625,0.0,87,21543,722,97387,28784,11898,28676,3316,23523,18862,27346,0,0
Spain_7558720,Spain,valid,EPSG:4326,512,512,-1 0 1,-34.681514739990234,23.036691665649414,-48.55954360961914,6.697352886199951,0.0,160,238,662,1049,72705,424,91341,101,35583,325,59556,0,0
Spain_7604243,Spain,valid,EPSG:4326,512,512,-1 0 1,-45.68764114379883,19.30228042602539,-48.551292419433594,6.492935657501221,0.0,64,20593,1460,8,24557,199,78990,4,73196,115,62958,0,0
Spain_7786924,Spain,train,EPSG:4326,512,512,-1 0 1,-31.180259704589844,17.702171325683594,-47.052982330322266,2.2994141578674316,0.0,33,1223,2593,1220,21633,521,129196,31,32486,773,72435,0,0
Spain_7856615,Spain,train,EPSG:4326,512,512,-1 0 1,-38.39353942871094,29.42822265625,-47.01869201660156,12.626842498779297,0.0,214,15,283,4655,86998,846,58348,79,34576,4042,72088,0,0
Spain_8104659,Spain,train,EPSG:4326,512,512,-1 0 1,-40.64519500732422,13.869498252868652,-47.007049560546875,4.189901351928711,0.0,16,58,233,2784,50120,139,120035,50,33169,453,55087,0,0
Spain_8154154,Spain,train,EPSG:4326,512,512,-1 0 1,-44.39204406738281,20.01021385192871,-49.999229431152344,6.054754257202148,0.0,26,476,978,3062,44352,160,133077,38,23906,846,55223,0,0
Spain_8199661,Spain,train,EPSG:4326,512,512,-1 0 1,-44.942691802978516,15.337540626525879,-47.06793212890625,4.902751445770264,0.0,108,765,1707,5221,17939,517,119805,5,23760,1674,90643,0,0
Spain_8372658,Spain,valid,EPSG:4326,512,512,-1 0 1,-46.83738708496094,36.83202362060547,-51.96451187133789,10.9528169631958,0.0,115,752,281,73058,45605,4004,45162,1163,33007,14127,44870,0,0
Spain_8565131,Spain,valid,EPSG:4326,512,512,-1 0 1,-52.048709869384766,16.280344009399414,-51.55350875854492,-2.2653586864471436,0.0,60,1798,592,29773,43224,12148,55089,358,21490,8279,89333,0,0
Sri-Lanka_101973,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-25.355199813842773,14.373910903930664,-43.616825103759766,0.4887712001800537,0.0,1,194,90,992,94162,1087,160284,216,910,469,3739,0,0
Sri-Lanka_1038087,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-27.18939781188965,17.424293518066406,-46.61417770385742,-1.1892552375793457,0.0,1,2541,314,15161,90272,402,151471,1,507,7,1467,0,0
Sri-Lanka_1049830,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-26.861867904663086,15.394603729248047,-47.64445114135742,3.9928717613220215,0.0,71911,831,3649,40,20746,1459,153929,6,1743,241,7589,0,0
Sri-Lanka_117737,Sri-Lanka,valid,EPSG:4326,512,512,0 1,-26.055835723876953,14.858243942260742,-45.91227340698242,9.66456413269043,0.0,0,408,61,3711,76630,1780,176964,175,403,657,1355,0,0
Sri-Lanka_120804,Sri-Lanka,train,EPSG:4326,512,512,0 1,-28.79827880859375,15.527957916259766,-46.91796875,4.737132549285889,0.0,0,547,113,5441,146661,944,105119,3,1693,23,1600,0,0
Sri-Lanka_132922,Sri-Lanka,valid,EPSG:4326,512,512,0 1,-24.036142349243164,14.207763671875,-43.85365676879883,0.8314272165298462,0.0,0,52,13,14812,85648,2064,157194,217,398,698,1048,0,0
Sri-Lanka_135713,Sri-Lanka,train,EPSG:4326,512,512,-1 0,-24.377336502075195,13.81186294555664,-30.342195510864258,0.5328845381736755,0.0,127814,0,4,0,2519,0,131355,0,166,0,286,0,0
Sri-Lanka_14484,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-29.421722412109375,15.913252830505371,-47.78068161010742,5.807165622711182,0.0,30129,362,282,34043,11447,4197,176224,38,3039,226,2157,0,0
Sri-Lanka_152185,Sri-Lanka,train,EPSG:4326,512,512,0 1,-29.145709991455078,8.731497764587402,-38.913291931152344,-1.1659795045852661,0.0,0,552,332,12,3115,1332,252542,0,9,302,3948,0,0
Sri-Lanka_163406,Sri-Lanka,train,EPSG:4326,512,512,0 1,-26.419448852539062,6.157220840454102,-44.49424362182617,8.391927719116211,0.0,0,1793,46,113,3169,3111,249125,0,977,53,3757,0,0
Sri-Lanka_178753,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-21.824214935302734,11.699658393859863,-28.6519775390625,6.083716869354248,0.0,8271,0,0,379,7034,266,245473,0,205,0,516,0,0
Sri-Lanka_233609,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-27.897174835205078,12.672064781188965,-47.03927993774414,-1.4599062204360962,0.0,5024,1862,142,3462,104421,1502,142554,1,560,50,2566,0,0
Sri-Lanka_236030,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-28.27484703063965,19.46799087524414,-46.02082061767578,0.05433348938822746,0.0,56056,525,47,0,893,919,202108,1,205,268,1122,0,0
Sri-Lanka_236628,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-27.302961349487305,10.694802284240723,-43.42295455932617,-2.478182554244995,0.0,2,906,136,179,23115,1994,234602,0,179,2,1029,0,0
Sri-Lanka_249079,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-24.994447708129883,13.947107315063477,-34.59684371948242,-0.5732306838035583,0.0,97369,0,0,0,1799,4,161219,0,340,7,1406,0,0
Sri-Lanka_31559,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-21.494033813476562,20.588050842285156,-29.271636962890625,1.0179349184036255,0.0,43349,0,0,2,1626,460,214855,0,804,2,1046,0,0
Sri-Lanka_321316,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-27.07120132446289,8.301881790161133,-53.36668395996094,-5.581446170806885,0.0,11,88276,2240,97,19658,7223,129229,11,1397,1298,12704,0,0
Sri-Lanka_377277,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-31.330854415893555,9.962108612060547,-41.78691101074219,3.4980621337890625,0.0,2756,5137,1091,2096,54202,1345,187791,0,4860,25,2841,0,0
Sri-Lanka_400518,Sri-Lanka,train,EPSG:4326,512,512,0 1,-26.569377899169922,12.77652359008789,-34.089195251464844,5.551016807556152,0.0,0,674,38,537,25759,1105,232738,0,51,64,1178,0,0
Sri-Lanka_450918,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-22.45869255065918,18.960004806518555,-29.584863662719727,0.07190188020467758,0.0,163018,0,0,25,18,4167,94386,31,232,54,213,0,0
Sri-Lanka_49764,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-23.444576263427734,19.249671936035156,-29.323911666870117,2.63314151763916,0.0,18817,0,0,0,2149,2442,238147,0,138,44,407,0,0
Sri-Lanka_52223,Sri-Lanka,train,EPSG:4326,512,512,0,-22.179645538330078,-1.2316269874572754,-32.599769592285156,-6.796510219573975,0.0,0,0,0,0,2981,0,258179,0,0,0,984,0,0
Sri-Lanka_523539,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-27.299293518066406,12.092830657958984,-43.21453094482422,11.177824974060059,0.0,43663,1436,631,17750,27660,4837,139970,51,13328,595,12223,0,0
Sri-Lanka_534068,Sri-Lanka,valid,EPSG:4326,512,512,0 1,-24.43688201904297,-2.7134804725646973,-48.25899124145508,-2.542667865753174,0.0,0,256647,471,9,11,498,4017,0,0,114,377,0,0
Sri-Lanka_551926,Sri-Lanka,train,EPSG:4326,512,512,0 1,-28.637189865112305,3.708425521850586,-48.16065979003906,-2.5494561195373535,0.0,0,6807,1374,23,49973,12534,189062,19,97,217,2038,0,0
Sri-Lanka_55568,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-24.681978225708008,5.802995204925537,-47.683929443359375,2.113391876220703,0.0,49286,6338,115,228,12050,8581,184684,0,110,121,631,0,0
Sri-Lanka_579082,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-27.9280948638916,17.504989624023438,-43.024017333984375,4.493461608886719,0.0,53881,746,56,7942,11279,5462,181003,6,252,310,1207,0,0
Sri-Lanka_612594,Sri-Lanka,valid,EPSG:4326,512,512,0 1,-31.807035446166992,6.741239547729492,-48.01637649536133,-5.447816848754883,0.0,0,35769,910,77,1666,7277,215601,0,30,2,812,0,0
Sri-Lanka_63307,Sri-Lanka,valid,EPSG:4326,512,512,0 1,-27.050783157348633,12.591419219970703,-41.49602508544922,2.1120424270629883,0.0,0,0,0,5715,27415,1097,226686,4,47,189,991,0,0
Sri-Lanka_649970,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-27.096277236938477,9.623023986816406,-41.46038055419922,-0.688543438911438,0.0,1289,1493,1284,14685,92452,1110,148626,0,308,55,842,0,0
Sri-Lanka_653336,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-27.847030639648438,9.998974800109863,-48.304107666015625,-3.7108592987060547,0.0,3,5828,11314,4764,82017,7309,148572,0,228,81,2028,0,0
Sri-Lanka_713926,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-48.353824615478516,14.202475547790527,-54.378440856933594,7.582413673400879,0.0,40,78947,1233,0,2207,1128,115566,134,18499,297,44093,0,0
Sri-Lanka_748447,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-27.32801055908203,17.777101516723633,-33.97774124145508,1.107011318206787,0.0,12957,86,314,68,8348,1036,236247,0,637,29,2422,0,0
Sri-Lanka_845821,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-25.924121856689453,-3.1049604415893555,-48.251670837402344,-7.851001262664795,0.0,21386,233936,339,1,0,169,2480,0,0,440,3393,0,0
Sri-Lanka_847275,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-26.21584129333496,11.876367568969727,-48.02230453491211,1.095085620880127,0.0,30783,32746,845,8592,15504,7195,155510,50,1417,1881,7621,0,0
Sri-Lanka_849649,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-24.405481338500977,9.232563018798828,-38.39328384399414,-1.4821770191192627,0.0,43937,680,27,227,12354,912,202462,0,177,73,1295,0,0
Sri-Lanka_85652,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-21.584325790405273,20.197505950927734,-36.237266540527344,4.493344783782959,0.0,64776,7,6,539,6960,1356,185582,3,1709,36,1170,0,0
Sri-Lanka_883641,Sri-Lanka,train,EPSG:4326,512,512,0 1,-27.394670486450195,10.38095760345459,-48.084075927734375,-2.9879825115203857,0.0,0,7847,207,7,1646,5127,240545,0,23,519,6223,0,0
Sri-Lanka_916628,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-29.593320846557617,21.582841873168945,-47.755226135253906,5.504329204559326,0.0,2183,43022,591,3103,1280,31658,136724,524,30182,3217,9660,0,0
Sri-Lanka_922192,Sri-Lanka,valid,EPSG:4326,512,512,-1 0 1,-23.19249153137207,16.80155372619629,-39.92021179199219,9.158103942871094,0.0,22361,27,539,421,14942,577,214060,0,3931,5,5281,0,0
Sri-Lanka_92824,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-26.35708999633789,11.365900039672852,-47.80146408081055,4.803298473358154,0.0,15638,3611,98,47221,26275,4235,160740,1,812,322,3191,0,0
Sri-Lanka_956740,Sri-Lanka,train,EPSG:4326,512,512,-1 0 1,-32.622779846191406,8.962080955505371,-42.616817474365234,-0.576727032661438,0.0,60075,6804,759,10,42393,1098,149282,0,102,6,1615,0,0
USA_1010394,USA,train,EPSG:4326,512,512,-1 0 1,-30.426332473754883,11.55487060546875,-41.171268463134766,0.936217188835144,0.0,13,355,117,4,130267,891,122723,0,5785,231,1758,0,0
USA_1039203,USA,valid,EPSG:4326,512,512,-1 0 1,-29.800827026367188,6.570636749267578,-47.22119903564453,-4.09051513671875,0.0,32,503,81,60,149907,388,96859,0,7823,660,5831,0,0
USA_1049586,USA,valid,EPSG:4326,512,512,-1 0 1,-27.31111717224121,22.10909652709961,-47.1006965637207,7.10017728805542,0.0,83,1457,396,12,47161,456,189501,1,18595,196,4286,0,0
USA_1068362,USA,train,EPSG:4326,512,512,-1 0 1,-41.9606819152832,9.71751880645752,-50.407806396484375,-0.37801116704940796,0.0,20,1269,454,21174,32802,8065,194751,36,1830,638,1105,0,0
USA_1082482,USA,valid,EPSG:4326,512,512,-1 0 1,-28.130992889404297,10.761445045471191,-47.223793029785156,-4.886499404907227,0.0,14,942,183,217,55331,925,200520,0,2992,122,898,0,0
USA_11422,USA,train,EPSG:4326,512,512,-1 0 1,-34.795082092285156,11.11606502532959,-52.89332580566406,-1.538562536239624,0.0,2,24281,1945,10814,42711,761,175010,30,5342,134,1114,0,0
USA_114964,USA,train,EPSG:4326,512,512,-1 0 1,-29.64801597595215,10.563253402709961,-34.348670959472656,-6.72361946105957,0.0,19,18,0,0,143639,206,113946,0,2773,130,1413,0,0
USA_115033,USA,train,EPSG:4326,512,512,-1 0 1,-27.353260040283203,8.28525447845459,-47.190513610839844,1.155466914176941,0.0,35,886,161,5,62316,1232,192977,0,3094,236,1202,0,0
USA_170264,USA,train,EPSG:4326,512,512,-1 0 1,-44.576473236083984,16.563373565673828,-53.111698150634766,4.301804542541504,0.0,162,524,240,32577,25516,9136,148706,110,33656,1188,10329,0,0
USA_179917,USA,train,EPSG:4326,512,512,-1 0 1,-28.366886138916016,16.228240966796875,-47.008506774902344,11.163671493530273,0.0,50,412,236,0,223,78,228425,0,28912,21,3787,0,0
USA_181263,USA,train,EPSG:4326,512,512,-1 0 1,-32.07051086425781,7.937187671661377,-50.786922454833984,-5.9220075607299805,0.0,54645,140,46,10,122628,471,79125,2,2638,442,1997,0,0
USA_181503,USA,train,EPSG:4326,512,512,-1 0 1,-33.70520782470703,5.886042594909668,-49.979183197021484,1.0785812139511108,0.0,29,234,41,11,118677,678,140470,0,948,271,785,0,0
USA_19225,USA,valid,EPSG:4326,512,512,-1 0 1,-34.987152099609375,11.674089431762695,-48.77617645263672,-6.0781331062316895,0.0,22,505,87,208,71605,534,184243,1,3580,143,1216,0,0
USA_198411,USA,train,EPSG:4326,512,512,-1 0 1,-39.54983901977539,3.5954627990722656,-47.395904541015625,-4.863161563873291,0.0,177922,6189,91,1,13229,2396,61101,5,773,146,291,0,0
USA_211406,USA,train,EPSG:4326,512,512,-1 0 1,-31.350284576416016,13.479044914245605,-47.193580627441406,-3.46333646774292,0.0,43,597,144,20,180147,327,77292,0,2282,186,1106,0,0
USA_217598,USA,train,EPSG:4326,512,512,-1 0 1,-45.437744140625,11.599827766418457,-51.876792907714844,-6.4312920570373535,0.0,4847,544,142,32533,16813,11343,192406,379,1795,452,890,0,0
USA_224165,USA,train,EPSG:4326,512,512,-1 0 1,-24.883697509765625,13.18204402923584,-42.9261589050293,2.204540967941284,0.0,18,30,8,18,231340,91,28546,0,1423,22,648,0,0
USA_225017,USA,valid,EPSG:4326,512,512,-1 0 1,-37.827606201171875,11.981566429138184,-47.796356201171875,1.1546010971069336,0.0,6,13820,1657,1917,89097,715,148801,9,2585,319,3218,0,0
USA_231124,USA,train,EPSG:4326,512,512,-1 0 1,-29.948543548583984,11.478311538696289,-43.204471588134766,-4.316548824310303,0.0,132735,81,7,34,31954,3480,88939,13,3011,231,1659,0,0
USA_232060,USA,train,EPSG:4326,512,512,-1 0 1,-30.373546600341797,7.98885440826416,-46.97390365600586,-4.673516750335693,0.0,17,488,146,102,121923,794,134443,0,3015,329,887,0,0
USA_251323,USA,valid,EPSG:4326,512,512,-1 0 1,-25.249662399291992,11.965231895446777,-46.28901290893555,-4.808569431304932,0.0,1106,67,16,105,221472,441,37531,0,1025,82,299,0,0
